Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
2517,PilotWings Resort,Simulation,E,3DS,Nintendo,Monster Games,6.9,,0.96,0.4,0.36,0.13,0.07,2011.0
2518,NHL 2001,Sports,E,PS2,EA Sports,EA Canada,,,0.96,0.47,0.37,,0.12,2000.0
2519,Madden NFL 25,Sports,E,PS4,EA Sports,EA Tiburon,7.4,,0.96,0.64,0.15,,0.17,2013.0
2521,Dragon Quest Monsters: Terry's Wonderland 3D,Role-Playing,,3DS,Square Enix,Square Enix,,,0.96,,,0.96,,2012.0
2522,My Weight Loss Coach,Sports,E,DS,Ubisoft,Ubisoft Montreal,,,0.96,0.3,0.54,,0.11,2008.0
2523,Shinobi,Action,M,PS2,Sega,Overworks,,,0.96,0.36,0.28,0.22,0.09,2002.0
2524,MLB 16: The Show,Sports,E,PS4,Sony Computer Entertainment,SCE San Diego Studio,,,0.96,0.78,,,0.18,2016.0
2525,Gangs of London,Adventure,M,PSP,Sony Computer Entertainment,SCEE London Studio,5.0,,0.96,0.3,0.43,,0.22,2006.0
2526,Mortal Kombat: Deadly Alliance,Fighting,M,XB,Midway Games,Midway,,,0.96,0.77,0.15,,0.04,2002.0
2527,South Park: The Stick of Truth,Role-Playing,M,X360,Ubisoft,Obsidian Entertainment,,,0.96,0.6,0.27,,0.09,2014.0
2528,Club Penguin: Game Day!,Misc,E,Wii,Disney Interactive Studios,Artoon,,,0.96,0.55,0.32,,0.09,2010.0
2531,Scooby-Doo! First Frights,Adventure,E10,Wii,Warner Bros. Interactive,Torus Games,,,0.96,0.84,0.04,,0.07,2009.0
2532,Sonic & SEGA All-Stars Racing,Racing,E,PS3,Sega,Sumo Digital,8.0,,0.96,0.36,0.44,,0.16,2010.0
2533,Harvest Moon 3D: A New Beginning,Simulation,E,3DS,Natsume,Marvelous,8.2,,0.95,0.41,0.18,0.31,0.06,2012.0
2534,ESPN NBA 2K5,Sports,E,XB,Sega,Visual Concepts,,,0.95,0.88,0.04,,0.04,2004.0
2535,Skylanders: Trap Team,Platform,E10,Wii,Activision,Toys for Bob,,,0.95,0.41,0.46,,0.08,2014.0
2536,Sonic Unleashed,Platform,E10,X360,Sega,Sonic Team,5.6,,0.95,0.54,0.32,0.0,0.09,2008.0
2537,LEGO Harry Potter: Years 5-7,Action,E10,PS3,Warner Bros. Interactive,Traveller's Tales,9.0,,0.95,0.36,0.45,,0.15,2011.0
2538,Wheel of Fortune,Misc,E,PS2,Atari,Atari,,,0.95,0.47,0.36,,0.12,2003.0
2539,World Championship Poker,Misc,E,PS2,Crave Entertainment,Coresoft,,,0.95,0.8,0.03,,0.13,2004.0
2540,Tom Clancy's Splinter Cell: Chaos Theory,Adventure,M,PS2,Ubisoft,Ubisoft Montreal / Annecy,,,0.95,0.36,0.45,,0.14,2005.0
2542,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,E,GC,THQ,Heavy Iron Studios,7.3,,0.95,0.74,0.19,,0.03,2003.0
2544,Mega Man Star Force Dragon / Leo / Pegasus,Role-Playing,E,DS,Capcom,Capcom,,,0.95,0.39,0.0,0.53,0.03,2007.0
2545,Wild ARMs,Role-Playing,E,PS,Sony Computer Entertainment,Media.Vision,8.9,,0.95,0.26,0.17,0.46,0.06,1997.0
2546,Kessen,Strategy,T,PS2,Electronic Arts,Koei,,,0.95,0.27,0.21,0.41,0.07,2000.0
2548,Ben 10: Alien Force,Action,E,DS,D3 Publisher,1st Playable Productions / OneNine Studios,,,0.95,0.65,0.22,,0.09,2008.0
2549,Lost Planet 2,Shooter,T,PS3,Capcom,Capcom,6.6,,0.95,0.29,0.34,0.2,0.12,2010.0
2550,Driver: San Francisco,Racing,T,PS3,Ubisoft,Ubisoft Reflections,8.2,,0.95,0.24,0.53,0.01,0.17,2011.0
2551,Wipeout: In The Zone,Misc,E10,X360,Activision,Activision,,,0.95,0.87,,,0.08,2011.0
2552,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Misc,E,GBA,Konami,KCEJ,,,0.95,0.68,0.25,,0.02,2003.0
2553,NCAA Football 2000,Sports,E,PS,EA Sports,EA Sports,,,0.95,0.53,0.36,,0.06,1999.0
2554,White Knight Chronicles: International Edition,Role-Playing,T,PS3,Sony Computer Entertainment,Level 5,6.3,7.9,0.95,0.34,0.16,0.36,0.09,2010.0
2556,Lego Batman 3: Beyond Gotham,Action,E10,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.94,0.37,0.42,,0.16,2014.0
2557,Disney Magic Castle: My Happy Life,Simulation,E,3DS,Nintendo,High Horse Entertainment,7.9,,0.94,0.17,0.2,0.53,0.03,2014.0
2559,Killzone,Shooter,M,PS2,Sony Computer Entertainment,Guerrilla Games,6.8,,0.94,0.79,0.03,,0.13,2004.0
2560,Borderlands 2,Shooter,M,PC,2K Games,Gearbox Software,,,0.94,0.43,0.42,,0.09,2012.0
2561,Colin McRae Rally 04,Racing,,PS2,Codemasters,Codemasters,,,0.94,0.01,0.71,0.01,0.21,2003.0
2563,The SpongeBob SquarePants Movie,Platform,E,GC,THQ,Heavy Iron Studios,6.6,,0.94,0.73,0.19,,0.03,2004.0
2564,Skylanders: Spyro's Adventure,Action,E10,PS3,Activision,Toys for Bob,8.0,,0.94,0.39,0.4,,0.15,2011.0
2565,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Misc,E,PS,Midway Games,Digital Eclipse,,,0.94,0.52,0.36,,0.06,1996.0
2566,Brutal Legend,Action,M,PS3,Electronic Arts,Double Fine Productions,7.9,,0.94,0.54,0.27,,0.13,2009.0
2567,Castlevania: Lament of Innocence,Action,M,PS2,Konami,Konami Computer Entertainment Tokyo,8.1,,0.94,0.46,0.36,,0.12,2003.0
2568,Brothers In Arms: Hell's Highway,Shooter,M,PS3,Ubisoft,Gearbox Software,6.0,,0.94,0.45,0.34,,0.15,2008.0
2570,WWE SmackDown vs. Raw 2009,Fighting,T,PS3,THQ,Yuke's Media Creations,,,0.94,0.51,0.3,0.01,0.12,2008.0
2571,Destroy All Humans!,Adventure,T,PS2,THQ,Pandemic Studios,,,0.94,0.78,0.03,,0.13,2005.0
2572,MVP Baseball 2005,Sports,E,XB,EA Sports,EA Canada,,,0.94,0.7,0.2,,0.03,2005.0
2573,Tony Hawk: RIDE,Sports,E10,Wii,Activision,Buzz Monkey Software,4.3,,0.94,0.69,0.17,,0.08,2009.0
2574,SaGa Frontier 2,Role-Playing,T,PS,Square EA,SquareSoft,7.4,,0.94,0.1,0.07,0.71,0.06,2000.0
2575,NBA 2K14,Sports,E,XOne,2K Sports,Visual Concepts,,,0.94,0.72,0.12,,0.09,2013.0
2576,NCAA Football 10,Sports,E,X360,EA Sports,EA Tiburon,8.1,,0.94,0.87,,,0.07,2009.0
2577,Lego Batman 3: Beyond Gotham,Action,E10,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.94,0.48,0.37,,0.08,2014.0
2578,MLB 2000,Sports,E,PS,Sony Computer Entertainment,989 Sports,,,0.94,0.52,0.35,,0.06,1999.0
2579,Bully,Action,T,PS2,Rockstar Games,Rockstar Vancouver,,,0.94,0.75,0.03,0.04,0.12,2006.0
2580,EA Sports Active 2,Sports,E,PS3,Electronic Arts,EA Vancouver,8.0,,0.94,0.54,0.27,,0.12,2010.0
2581,The Sims 2,Simulation,E10,DS,Electronic Arts,Maxis,,,0.94,0.81,0.05,,0.07,2005.0
2582,Prince of Persia: The Sands of Time,Adventure,T,XB,Ubisoft,Ubisoft Montreal,9.0,,0.94,0.57,0.33,,0.04,2003.0
2583,Hot Shots Golf Fore!,Sports,,PS2,Sony Computer Entertainment,Clap Hanz,,,0.94,0.46,0.36,,0.12,2004.0
2584,MLB 06: The Show,Sports,E,PS2,Sony Computer Entertainment,SCEA San Diego Studios,,,0.94,0.78,0.03,,0.13,2006.0
2586,NHL 2003,Sports,E,PS2,EA Sports,EA Canada,,,0.93,0.46,0.36,,0.12,2002.0
2587,SingStar Abba,Misc,T,PS3,Sony Computer Entertainment,SCEE London Studio,,,0.93,0.27,0.51,,0.16,2008.0
2588,MLB 12: The Show,Sports,E,PS3,Sony Computer Entertainment,SCE San Diego Studio,,,0.93,0.86,,,0.07,2012.0
2589,Monster Trucks / Quad Desert Fury Double Value!,Racing,E,GBA,Majesco,Skyworks Technologies,,,0.93,0.67,0.25,,0.02,2005.0
2590,Tony Hawk's Pro Skater 4,Sports,T,XB,Activision,Neversoft Entertainment,,,0.93,0.59,0.3,,0.04,2002.0
2591,Kingdom Hearts Re:coded,Role-Playing,E10,DS,Square Enix,High Horse Entertainment,6.8,,0.93,0.53,0.09,0.27,0.05,2011.0
2592,FIFA Street (2012),Sports,E,X360,EA Sports,EA Canada,,,0.93,0.21,0.63,,0.1,2012.0
2593,Guitar Hero: Metallica,Misc,T,Wii,Activision,BudCat Creations,8.9,,0.93,0.4,0.43,,0.1,2009.0
2594,Fallout 76,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,5.1,,0.93,0.59,0.26,,0.09,2018.0
2595,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,Misc,E,GBA,THQ,Vicarious Visions,,,0.93,0.67,0.25,,0.02,2005.0
2596,Monster High: Ghoul Spirit,Adventure,E,DS,THQ,THQ,,,0.93,0.69,0.16,,0.07,2011.0
2597,Spider-Man,Action,,2600,Parker Bros.,Parker Bros.,,,0.93,0.87,0.05,,0.01,1982.0
2598,Castlevania II: Simon's Quest,Platform,,NES,Konami,Konami,,,0.93,0.45,0.06,0.42,,1988.0
2599,Mega Man 4,Platform,,NES,Capcom,Capcom,,,0.93,0.51,0.09,0.32,0.01,1992.0
2600,Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,N64,Activision,Traveller's Tales,,,0.93,0.71,0.2,,0.01,1999.0
2601,Build-A-Bear Workshop,Simulation,,DS,Game Factory,Neko Entertainment,,,0.93,0.85,0.01,,0.07,2007.0
2602,Bayonetta,Action,M,X360,Sega,PlatinumGames,8.9,9.5,0.93,0.51,0.25,0.09,0.08,2010.0
2603,Teenage Mutant Ninja Turtles,Action,E,GBA,Konami,Konami,,,0.93,0.67,0.25,,0.02,2003.0
2604,MLB 07: The Show,Sports,E,PS2,Sony Computer Entertainment,SCE San Diego Studio,,,0.93,0.77,0.03,,0.13,2007.0
2605,Cars,Racing,E,GC,THQ,Rainbow Studios,7.6,,0.93,0.72,0.19,,0.03,2006.0
2606,Jak and Daxter Collection,Platform,T,PS3,Sony Computer Entertainment,Naughty Dog,,,0.93,0.6,0.18,,0.15,2012.0
2607,Operation Flashpoint: Dragon Rising,Shooter,M,X360,Codemasters,Codemasters,7.4,,0.93,0.36,0.45,0.02,0.1,2009.0
2609,Monster Hunter: World,Action,T,XOne,Capcom,Capcom,9.4,,0.93,0.67,0.17,,0.09,2018.0
2610,LEGO The Lord of the Rings,Misc,,Wii,Warner Bros. Interactive Entertainment,Unknown,,,0.93,0.48,0.37,,0.08,2012.0
2611,SnoCross Championship Racing,Racing,E,PS,Crave Entertainment,UDS,,,0.93,0.52,0.35,,0.06,2000.0
2612,NCAA Football 13,Sports,E,PS3,EA Sports,EA Tiburon,7.1,,0.93,0.82,,,0.11,2012.0
2613,Phoenix Wright: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.1,,0.93,0.44,0.05,0.39,0.05,2005.0
2614,NCAA Football 11,Sports,E,X360,EA Sports,EA Tiburon,8.5,,0.93,0.86,,,0.06,2010.0
2615,Teenage Mutant Ninja Turtles,Action,E,PS2,Konami,Konami,,,0.92,0.45,0.35,,0.12,2003.0
2616,Top Gun: Combat Zones,Simulation,E,PS2,Titus,Digital Integration,,,0.92,0.45,0.35,,0.12,2001.0
2617,Cars,Racing,E,Wii,THQ,Rainbow Studios,,,0.92,0.83,0.03,,0.07,2006.0
2618,007: The World is not Enough,Shooter,T,PS,Electronic Arts,Black Ops Entertainment,6.4,,0.92,0.51,0.35,,0.06,2000.0
2619,Overwatch,Shooter,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.5,,0.92,0.37,0.48,,0.07,2016.0
2620,NHL 98,Sports,E,PS,EA Sports,EA Canada,,,0.92,0.51,0.35,,0.06,1997.0
2621,Dante's Inferno,Action,M,X360,Electronic Arts,Visceral Games,7.0,,0.92,0.63,0.2,0.02,0.08,2010.0
2622,Nickelodeon Fit,Sports,E,Wii,2K Play,High Voltage Software,,,0.92,0.76,0.09,,0.07,2010.0
2623,NCAA Football 14,Sports,E,PS3,EA Sports,EA Tiburon,7.7,,0.92,0.75,,,0.17,2013.0
2624,Space Jam,Sports,E,PS,Acclaim Entertainment,Sculptured Software,,,0.92,0.51,0.35,,0.06,1996.0
2625,SpongeBob SquarePants: The Yellow Avenger,Action,E,PSP,THQ,Tantalus Interactive,5.7,,0.92,0.55,0.21,,0.16,2006.0
2626,Balloon Fight,Platform,,NES,Nintendo,Nintendo R&D1,,,0.92,0.39,0.09,0.43,0.01,1986.0
2627,Knockout Kings 2000,Fighting,T,N64,EA Sports,Black Ops Entertainment,,,0.92,0.63,0.27,,0.02,1999.0
2628,Far Cry 3,Shooter,,PC,Ubisoft,Ubisoft Montreal,,,0.92,0.22,0.64,,0.06,2012.0
2629,SSX,Sports,E,PS3,EA Sports,EA Canada,,,0.92,0.35,0.42,0.02,0.13,2012.0
2630,WWE SmackDown vs. Raw 2009,Fighting,T,X360,THQ,Yuke's Media Creations,7.8,,0.92,0.58,0.26,,0.08,2008.0
2631,Xenoblade Chronicles,Role-Playing,T,Wii,Nintendo,Monolith Soft,9.3,,0.92,0.43,0.25,0.16,0.07,2012.0
2632,Crysis 3,Shooter,M,X360,Electronic Arts,Crytek,7.6,,0.92,0.51,0.32,0.01,0.08,2013.0
2633,Killzone: Mercenary,Misc,,PSV,Sony Computer Entertainment America,Guerrilla Games,,,0.92,0.2,0.47,0.04,0.2,2013.0
2634,Sonic Riders,Racing,E,GC,Sega,Sonic Team,,,0.92,0.71,0.18,,0.03,2006.0
2635,Starsky & Hutch,Racing,T,PS2,Gotham Games,Minds-Eye Productions,6.0,,0.92,0.45,0.35,,0.12,2003.0
2636,Tobal No.1,Fighting,T,PS,Sony Computer Entertainment,DreamFactory,7.7,,0.92,0.12,0.08,0.66,0.06,1996.0
2637,Blue Dragon,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,,0.92,0.3,0.33,0.21,0.08,2007.0
2638,BUZZ! Quiz World,Misc,T,PS3,Sony Computer Entertainment,Magenta Software,7.8,,0.92,0.16,0.58,,0.18,2009.0
2639,Kung Fu Panda,Platform,E10,Wii,Activision,XPEC,,,0.92,0.5,0.32,,0.09,2008.0
2640,EA Sports Grand Slam Tennis,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,0.92,0.28,0.51,0.02,0.11,2009.0
2641,Farming Simulator 2013,Simulation,E,PC,Focus Home Interactive,Giants Software,,,0.91,,0.82,,0.1,2012.0
2642,Dynasty Warriors 7,Action,T,PS3,Tecmo Koei,Omega Force,5.8,,0.91,0.25,0.14,0.46,0.06,2011.0
2644,Street Hoops,Sports,T,PS2,Activision,Black Ops Entertainment,,,0.91,0.45,0.35,,0.12,2002.0
2645,Crysis 3,Shooter,M,PS3,Electronic Arts,Crytek,8.2,,0.91,0.26,0.48,0.03,0.14,2013.0
2646,Knockout Kings 2002,Sports,T,PS2,EA Sports,Black Ops Entertainment,,,0.91,0.45,0.35,,0.12,2002.0
2647,Tom Clancy's EndWar,Strategy,T,X360,Ubisoft,Ubisoft Shanghai,8.0,,0.91,0.58,0.24,0.01,0.09,2008.0
2648,Tokyo Xtreme Racer 3,Racing,E,PS2,Crave Entertainment,Genki,,,0.91,0.35,0.27,0.21,0.09,2003.0
2649,Sonic Riders: Zero Gravity,Racing,E,Wii,Sega,Sonic Team,5.8,,0.91,0.48,0.32,0.02,0.09,2008.0
2650,Colin McRae Rally 2.0,Racing,E,PS,Codemasters,Codemasters,8.3,,0.91,0.02,0.8,0.02,0.07,2000.0
2651,Glover,Platform,E,N64,Hasbro Interactive,Interactive Studios Ltd.,,,0.91,0.72,0.17,,0.01,1998.0
2652,LEGO Pirates of the Caribbean: The Video Game,Action,E10,DS,Disney Interactive Studios,Traveller's Tales,6.8,,0.91,0.34,0.47,,0.1,2011.0
2653,Namco Museum,Misc,E,XB,Namco,Mass Media,,,0.91,0.77,0.11,,0.04,2002.0
2654,AMF Bowling Pinbusters!,Sports,E,Wii,Mud Duck Productions,Atomic Planet Entertainment,,,0.91,0.84,0.0,,0.07,2007.0
2655,Skylanders: Trap Team,Platform,E10,X360,Activision,Toys for Bob,,,0.91,0.55,0.27,,0.08,2014.0
2656,Super Momotarou Dentetsu III,Simulation,,SNES,Hudson Soft,Hudson Soft,,,0.91,,,0.91,0.0,1994.0
2657,Sonic Mega Collection Plus,Misc,E,XB,Sega,Sonic Team,,,0.91,0.61,0.26,,0.04,2004.0
2658,Operation Flashpoint: Dragon Rising,Shooter,M,PS3,Codemasters,Codemasters,7.3,,0.91,0.23,0.46,0.05,0.17,2009.0
2660,Mx vs. ATV Reflex,Racing,E,PS3,THQ,Rainbow Studios,,,0.91,0.52,0.26,,0.13,2009.0
2661,Assassin's Creed,Adventure,M,PC,Ubisoft,Ubisoft Montreal,7.6,,0.91,0.01,0.84,,0.06,2008.0
2662,Tiger Woods PGA Tour 2002,Sports,E,PS2,EA Sports,EA Sports,,,0.9,0.44,0.35,,0.12,2002.0
2663,The Witcher 2: Assassins of Kings,Role-Playing,M,X360,Warner Bros. Interactive,CD Projekt Red Studio,,,0.9,0.48,0.33,0.02,0.08,2012.0
2664,Homefront,Shooter,M,PS3,THQ,Kaos Studios,6.6,,0.9,0.32,0.4,0.04,0.15,2011.0
2665,Lost Odyssey,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,9.3,0.9,0.45,0.26,0.11,0.08,2008.0
2666,DJ Hero,Misc,T,PS3,Activision,FreeStyleGames,8.5,,0.9,0.42,0.34,,0.15,2009.0
2667,Marvel: Ultimate Alliance 2,Role-Playing,T,X360,Activision,Vicarious Visions,7.4,,0.9,0.68,0.15,,0.08,2009.0
2668,Cars 2,Racing,E10,Wii,Disney Interactive Studios,Avalanche Software,8.0,,0.9,0.43,0.38,,0.1,2011.0
2669,Mini-Yonku Shining Scorpion: Let's & Go!!,Racing,,SNES,ASCII Entertainment,KID Corporation,,,0.9,,,0.9,,1996.0
2670,MLB 2005,Sports,E,PS2,Sony Computer Entertainment,989 Sports,,,0.9,0.44,0.35,,0.12,2004.0
2671,Burnout Revenge,Racing,E10,PS2,Electronic Arts,Criterion Games,9.0,,0.9,0.75,0.03,,0.12,2005.0
2672,SOCOM 4: U.S. Navy SEALs,Shooter,M,PS3,Sony Computer Entertainment,Zipper Interactive,7.0,,0.9,0.66,0.12,0.04,0.09,2011.0
2673,James Cameron's Avatar: The Game,Action,T,PS3,Ubisoft,Ubisoft Montreal,5.8,,0.9,0.32,0.43,,0.15,2009.0
2674,Destruction Derby,Racing,E,PS,Psygnosis,Reflections Interactive,,,0.9,0.5,0.34,,0.06,1995.0
2675,Killzone: Liberation,Shooter,T,PSP,Sony Computer Entertainment,Guerrilla Games,7.8,,0.9,0.44,0.28,,0.19,2006.0
2676,The Biggest Loser: Ultimate Workout,Sports,E,X360,THQ,Blitz Games,8.0,,0.9,0.73,0.1,,0.07,2010.0
2677,3Xtreme,Action,E,PS,989 Studios,Unknown,2.9,,0.9,0.5,0.34,,0.06,1999.0
2678,Hot Shots Tennis,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,,,0.9,0.17,0.13,0.55,0.05,2007.0
2679,Far Cry 4,Shooter,M,X360,Ubisoft,Ubisoft Montreal,,,0.9,0.45,0.37,,0.08,2014.0
2680,Resistance: Retribution,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.0,7.6,0.9,0.27,0.36,0.05,0.22,2009.0
2681,Final Fantasy X / X-2 HD Remaster,Role-Playing,T,PS4,Square Enix,Square Enix,,,0.9,0.34,0.36,0.07,0.14,2015.0
2682,Sonic Heroes,Platform,E,XB,Sega,Sonic Team,,,0.9,0.41,0.43,0.01,0.05,2004.0
2683,Madden NFL 99,Sports,E,N64,EA Sports,EA Tiburon,,,0.9,0.84,0.05,,0.01,1998.0
2684,Spider-Man 3,Platform,T,PS2,Activision,Vicarious Visions,4.4,,0.9,0.74,0.03,0.01,0.12,2007.0
2685,James Bond 007: Agent Under Fire,Shooter,T,XB,Electronic Arts,EA Redwood Shores,,,0.9,0.65,0.22,,0.03,2002.0
2687,X-Men Legends,Role-Playing,T,XB,Activision,Raven Software,8.2,,0.9,0.62,0.24,,0.04,2004.0
2688,NBA Live 2005,Sports,E,XB,EA Sports,EA Canada,,,0.9,0.81,0.05,,0.04,2004.0
2689,LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,PS3,LucasArts,Traveller's Tales,,,0.9,0.47,0.3,,0.13,2009.0
2690,Harry Potter: Quidditch World Cup,Sports,E,PS2,Electronic Arts,Electronic Arts,,,0.9,0.44,0.34,,0.11,2003.0
2691,Buzz! Master Quiz,Misc,E10,PSP,Sony Computer Entertainment,Relentless Software,7.0,,0.9,0.22,0.44,,0.24,2008.0
2692,Madagascar,Platform,E,GBA,Activision,Vicarious Visions,5.5,,0.89,0.62,0.24,,0.03,2005.0
2693,God of War Saga,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,,,0.89,0.74,,,0.15,2012.0
2694,Injustice 2,Fighting,T,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,0.89,0.65,0.16,,0.09,2017.0
2695,Blitz: The League,Sports,M,PS2,Midway Games,Midway Games,7.8,,0.89,0.74,0.03,,0.12,2005.0
2696,Minecraft: Story Mode,Adventure,E10,PS3,Mojang,Telltale Games,,,0.89,0.32,0.43,,0.15,2015.0
2697,TouchMaster 2,Puzzle,E,DS,Midway Games,Midway Studios San Diego,,,0.89,0.3,0.49,,0.1,2008.0
2698,Castlevania: Circle of the Moon,Platform,T,GBA,Konami,KCEK,8.9,,0.89,0.6,0.22,0.05,0.02,2001.0
2699,Pure,Racing,E,PS3,Disney Interactive Studios,Black Rock Studio,7.0,,0.89,0.42,0.33,0.0,0.14,2008.0
2700,Ni no Kuni II: Revenant Kingdom,Role-Playing,T,PS4,Namco Bandai Games,Level 5,8.7,,0.89,0.33,0.31,0.12,0.13,2018.0
2701,Tiger Woods PGA Tour 06,Sports,E,PS2,EA Sports,EA Sports,,,0.89,0.74,0.03,,0.12,2005.0
2702,Classic NES Series: The Legend of Zelda,Adventure,,GBA,Nintendo,Nintendo,,,0.89,0.46,0.17,0.24,0.02,2004.0
2703,Fire Emblem: The Sacred Stones,Strategy,E,GBA,Nintendo,Intelligent Systems,8.4,,0.89,0.42,0.16,0.3,0.02,2005.0
2704,Rhythm Heaven Fever,Music,E,Wii,Nintendo,Nintendo / TNX,,,0.89,0.11,,0.77,0.01,2012.0
2705,Pokemon Card GB2: GRdan Sanjou,Strategy,,GB,Nintendo,Hudson Soft,,,0.89,,,0.89,,2001.0
2707,God of War III Remastered,Action,M,PS4,Sony Computer Entertainment,SCEA Santa Monica Studio,,,0.89,0.4,0.33,0.02,0.15,2015.0
2708,We Ski & Snowboard,Sports,E,Wii,Namco Bandai,Namco Bandai Games,,,0.89,0.38,0.29,0.15,0.08,2009.0
2709,Finding Nemo,Action,E,GC,THQ,Traveller's Tales,,,0.89,0.69,0.18,,0.02,2003.0
2710,Tiger Woods PGA Tour 12: The Masters,Sports,E,PS3,EA Sports,EA Tiburon,,,0.89,0.52,0.25,,0.11,2011.0
2711,Ace Combat 2,Simulation,T,PS,Namco,Namco,8.5,,0.89,0.16,0.11,0.56,0.06,1997.0
2712,Dissidia 012: Duodecim Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.3,,0.89,0.21,0.13,0.46,0.09,2011.0
2713,NFL 2K2,Sports,E,PS2,Sega,Visual Concepts,,,0.89,0.44,0.34,,0.11,2001.0
2714,Resident Evil: Revelations,Action,M,3DS,Capcom,Capcom,7.8,,0.89,0.3,0.23,0.3,0.05,2012.0
2715,Call of Duty: World at War,Shooter,T,DS,Activision,n-Space,7.4,,0.89,0.56,0.25,,0.08,2008.0
2716,CSI: Hard Evidence,Adventure,M,Wii,Ubisoft,Telltale Games,,,0.89,0.36,0.43,,0.1,2008.0
2717,The Tomb Raider Trilogy,Action,T,PS3,Square Enix,Crystal Dynamics,8.5,,0.89,0.27,0.48,,0.14,2011.0
2718,Assassin's Creed III,Action-Adventure,M,PC,Ubisoft,Ubisoft Montreal,8.6,,0.89,0.28,0.54,,0.07,2012.0
2719,Fortnite,Action,T,PS4,Gearbox Software,Epic Games,,,0.89,0.42,0.32,,0.15,2017.0
2720,Fossil Fighters,Role-Playing,E,DS,Nintendo,RED Entertainment,6.9,,0.89,0.83,,,0.06,2009.0
2721,FIFA Soccer 09 All-Play,Sports,E,Wii,Electronic Arts,EA Canada,,,0.89,0.28,0.52,0.0,0.09,2008.0
2722,Samba De Amigo,Misc,E,Wii,Sega,Gearbox Software,6.7,,0.89,0.41,0.37,0.01,0.09,2008.0
2723,MLB 2001,Sports,E,PS,Sony Computer Entertainment,989 Sports,,,0.89,0.49,0.34,,0.06,2000.0
2725,The Simpsons Game,Platform,T,PS3,Electronic Arts,EA Redwood Shores,7.5,,0.89,0.38,0.36,,0.14,2007.0
2726,SingStar Anthems,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,,,0.89,,0.68,,0.2,2006.0
2727,Seiken Densetsu 3,Role-Playing,,SNES,Square,SquareSoft,,,0.89,,,0.89,0.0,1995.0
2728,Mega Man 8 Anniversary Collector's Edition,Platform,E,PS,Capcom,Capcom,,,0.88,0.44,0.3,0.09,0.06,1997.0
2729,Buzz! Quiz TV,Misc,T,PS3,Sony Computer Entertainment,Relentless Software,7.9,,0.88,0.28,0.47,,0.13,2008.0
2730,F1 2010,Racing,E,X360,Codemasters,Codemasters Birmingham,8.4,,0.88,0.18,0.59,0.01,0.1,2010.0
2731,Call of Juarez: Bound in Blood,Shooter,M,PS3,Ubisoft,Techland,7.7,,0.88,0.35,0.38,0.01,0.15,2009.0
2732,The Lord of the Rings: War in the North,Role-Playing,M,X360,Warner Bros. Interactive,Snowblind Studios,6.6,,0.88,0.55,0.24,0.0,0.08,2011.0
2733,Star Wars: The Force Unleashed,Action,T,DS,LucasArts,n-Space,,,0.88,0.5,0.29,0.0,0.09,2008.0
2734,Call of Duty: Modern Warfare 2,Shooter,M,PC,Activision,Infinity Ward,9.0,,0.88,0.01,0.79,,0.08,2009.0
2735,LittleBigPlanet Karting,Racing,E,PS3,Sony Computer Entertainment,United Front Games,,,0.88,0.42,0.31,0.01,0.14,2012.0
2736,Monster 4x4: World Circuit,Racing,E,Wii,Ubisoft,Ubisoft Montreal,,,0.88,0.8,0.0,0.01,0.07,2006.0
2737,NBA 2K6,Action,E,PS2,2K Sports,Unknown,,,0.88,0.43,0.34,,0.11,2005.0
2738,Sonic Chronicles: The Dark Brotherhood,Role-Playing,E,DS,Sega,BioWare Corp.,7.3,,0.88,0.5,0.29,0.01,0.08,2008.0
2739,Buzz! The Mega Quiz,Misc,E10,PS2,Sony Computer Entertainment,Relentless Software,,,0.88,0.32,0.06,,0.5,2007.0
2740,Star Wars: Rebel Assault II - The Hidden Empire,Shooter,E,PS,LucasArts,Factor 5,,,0.88,0.49,0.33,,0.06,1996.0
2741,Rock Band 3,Misc,T,X360,MTV Games,Harmonix Music Systems,9.4,,0.88,0.73,0.09,,0.06,2010.0
